age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;hours-per-week;native-country;capital_gain_bin;capital_loss_bin;income
44;4;11;9;2;2;0;4;1;50;38;1;0;0
37;4;7;12;2;4;0;4;1;50;38;1;0;0
39;2;9;13;4;3;2;2;1;45;38;0;0;0
33;2;11;9;0;13;4;4;0;40;38;0;0;0
41;4;12;14;2;11;5;4;0;35;38;0;1;1
65;2;9;13;2;3;0;4;1;40;38;1;0;1
40;2;9;13;4;11;1;4;1;53;38;0;0;0
31;2;15;10;4;10;1;4;1;40;38;0;0;0
28;2;15;10;4;3;1;4;0;40;38;0;0;0
71;2;11;9;2;11;0;4;1;52;38;0;1;0
25;1;9;13;4;0;1;4;0;40;38;0;0;0
25;2;5;4;2;2;0;4;1;60;38;0;0;0
36;4;14;15;2;2;0;4;1;60;38;0;0;0
56;2;11;9;2;6;0;4;1;40;38;0;0;0
34;2;15;10;2;6;0;4;1;40;38;0;0;0
39;2;9;13;2;2;0;4;1;40;38;0;0;1
31;2;14;15;0;9;1;4;0;45;38;0;0;1
22;2;11;9;4;0;3;4;0;20;38;0;0;0
44;2;15;10;4;2;1;4;1;38;38;0;0;0
60;4;11;9;2;11;0;4;1;45;38;0;0;0
65;2;1;7;0;6;2;4;1;40;38;0;0;0
44;2;15;10;2;11;0;4;1;50;8;0;0;1
53;1;11;9;0;3;1;4;1;40;38;0;0;0
28;2;11;9;2;13;0;4;1;40;38;0;0;0
41;2;9;13;0;3;4;4;0;45;38;0;0;0
35;2;1;7;2;11;5;4;0;40;38;0;0;0
41;3;6;5;2;11;5;4;0;70;5;0;0;0
28;2;11;9;2;2;0;4;1;35;1;0;0;0
53;2;11;9;2;2;0;4;1;40;25;0;0;0
26;2;15;10;4;7;3;4;0;45;38;0;0;0
28;1;11;9;4;13;3;2;0;40;38;0;0;0
27;2;15;10;0;2;4;4;0;40;38;0;0;0
27;2;11;9;4;0;1;0;0;8;38;0;0;0
26;2;11;9;2;2;0;4;1;40;38;0;0;1
53;2;11;9;6;11;1;4;0;35;38;0;0;0
34;2;11;9;2;2;0;4;1;40;10;0;0;1
50;3;12;14;4;9;1;2;1;50;37;0;0;0
30;2;11;9;0;0;4;2;0;62;38;0;0;0
47;2;11;9;5;2;4;2;1;40;38;0;0;0
55;0;15;10;2;0;0;4;1;40;38;0;0;0
35;2;15;10;4;13;3;4;1;40;38;0;0;0
39;3;12;14;2;3;0;4;1;60;38;0;0;1
30;2;9;13;2;3;0;4;1;55;38;0;0;0
39;2;11;9;2;13;0;2;1;40;38;0;1;1
19;2;15;10;4;11;3;4;0;20;38;0;0;0
57;4;11;9;2;7;0;4;1;60;38;0;0;0
21;2;15;10;4;9;2;1;0;20;34;0;0;0
25;4;15;10;4;7;1;4;0;22;38;0;0;0
32;2;8;11;2;13;0;4;1;45;38;0;0;1
26;2;11;9;5;2;4;2;0;40;38;0;1;0
42;2;15;10;2;6;0;4;1;40;38;0;0;0
39;4;15;10;0;11;4;4;1;47;38;0;0;0
48;2;9;13;0;8;1;4;0;44;10;0;0;0
24;2;15;10;4;7;4;2;0;35;38;0;0;0
46;2;8;11;2;2;0;2;1;40;38;0;0;1
53;2;15;10;2;11;0;4;1;25;38;0;0;0
36;0;15;10;2;0;0;4;1;70;38;0;0;0
34;2;11;9;0;2;4;4;1;45;38;0;0;0
25;2;11;9;4;13;3;4;1;70;38;0;0;0
33;2;15;10;4;0;3;4;0;30;38;1;0;1
45;2;9;13;2;9;0;4;1;40;38;0;0;1
31;0;7;12;4;0;1;4;1;40;38;0;0;0
21;2;11;9;4;6;3;4;1;20;38;0;0;0
33;2;6;5;0;2;4;4;1;55;38;1;0;0
44;2;15;10;0;0;4;4;0;40;38;0;0;0
34;2;8;11;2;3;5;4;0;40;32;0;0;1
30;2;15;10;0;0;4;4;0;10;38;0;0;0
32;1;15;10;4;0;4;2;0;40;38;0;0;0
29;2;9;13;2;9;0;4;1;40;38;0;0;1
20;2;15;10;4;7;3;4;1;20;38;0;0;0
35;5;11;9;0;10;4;4;0;40;38;0;0;0
35;2;11;9;5;9;2;2;0;40;38;0;0;0
29;2;11;9;4;7;1;4;0;38;38;0;0;0
21;2;11;9;4;6;2;4;1;40;38;0;0;0
43;0;9;13;2;9;0;4;1;40;29;0;0;1
33;2;11;9;2;6;0;4;1;40;38;0;0;0
61;0;14;15;2;9;0;4;1;50;38;0;0;1
42;2;12;14;4;9;1;4;0;40;38;0;0;0
33;2;2;8;2;0;5;4;0;40;38;0;0;0
35;5;15;10;4;9;3;2;0;40;38;0;0;0
22;2;15;10;4;11;3;4;0;20;38;0;0;0
61;2;11;9;0;3;1;4;0;40;38;0;0;0
28;2;8;11;4;7;1;4;0;35;38;1;0;0
24;2;11;9;4;7;3;2;1;40;38;0;0;0
58;1;12;14;4;9;1;4;1;35;38;0;0;0
42;2;11;9;2;5;0;4;1;40;38;0;0;0
56;2;15;10;2;11;0;4;1;45;38;0;0;1
25;2;11;9;5;5;4;2;0;40;38;0;0;0
59;2;11;9;2;0;5;4;0;40;38;0;0;0
65;4;9;13;2;11;0;4;1;10;38;1;0;0
57;2;12;14;0;3;1;4;1;50;38;0;1;1
36;2;7;12;2;3;0;4;1;44;38;0;0;1
42;2;15;10;2;11;0;4;1;50;38;0;1;1
18;2;1;7;2;2;0;4;1;40;38;0;0;0
28;2;11;9;2;2;0;4;1;40;38;0;0;1
20;2;11;9;2;0;5;4;0;20;38;0;0;0
19;2;15;10;4;12;3;4;1;30;38;0;0;0
28;2;9;13;0;7;4;4;0;48;8;0;0;1
37;2;8;11;2;0;0;4;1;40;38;0;0;0
23;2;15;10;4;13;1;4;1;40;38;0;0;0
60;2;15;10;0;2;1;4;1;47;38;0;0;0
17;1;2;8;4;0;3;4;0;12;38;0;0;0
37;1;9;13;4;9;1;4;0;45;38;1;0;0
29;5;8;11;0;0;3;4;1;40;38;0;0;0
34;2;11;9;5;13;1;2;1;20;38;0;0;0
37;4;15;10;2;3;5;4;0;15;38;0;0;0
47;5;9;13;2;7;0;4;1;40;38;0;0;0
22;2;11;9;4;7;1;4;0;40;38;0;0;0
61;2;11;9;2;7;0;4;1;40;38;0;0;0
57;2;4;3;2;4;0;4;1;45;25;0;0;0
33;0;10;16;2;9;0;4;1;40;38;0;1;1
54;2;11;9;2;2;0;4;1;40;38;0;0;1
40;2;12;14;4;9;1;4;0;40;38;0;1;0
40;2;2;8;2;2;0;4;1;50;38;0;0;1
40;1;11;9;4;10;1;4;1;42;38;0;0;0
35;2;1;7;2;2;0;4;1;40;38;0;1;0
32;2;1;7;4;13;3;4;1;40;38;0;0;0
49;4;15;10;2;11;0;4;1;50;38;0;0;0
31;2;11;9;4;0;1;4;0;40;38;0;0;0
58;2;9;13;2;0;0;1;1;40;29;0;0;0
26;3;9;13;4;3;1;4;1;50;38;0;0;0
35;4;5;4;2;4;0;4;1;40;38;0;0;0
25;2;15;10;4;6;3;4;1;40;18;0;0;0
43;2;2;8;2;0;0;2;1;40;38;0;0;0
32;2;15;10;4;0;1;4;1;35;38;0;0;0
45;2;9;13;2;9;0;4;1;60;38;0;0;1
48;2;11;9;4;6;1;2;1;40;38;0;0;0
31;2;4;3;4;7;3;4;1;40;25;0;0;0
28;2;11;9;4;12;1;4;1;40;38;0;0;0
50;4;9;13;0;9;1;4;0;60;38;0;0;0
22;2;11;9;4;0;2;2;1;40;38;0;0;0
19;2;15;10;4;11;3;4;0;20;38;0;0;0
38;2;9;13;2;3;0;4;1;63;38;0;0;1
23;2;11;9;4;13;3;4;1;40;38;0;0;0
24;3;9;13;4;3;3;4;1;40;38;0;0;0
26;2;8;11;2;3;5;4;0;40;38;0;0;0
45;5;11;9;0;12;4;4;0;40;38;0;0;0
88;2;15;10;0;0;4;4;0;40;38;0;0;0
19;2;1;7;4;0;3;0;0;15;34;0;0;0
24;2;11;9;4;3;1;4;1;50;38;0;0;0
48;2;0;6;2;4;0;2;1;40;38;0;0;0
46;2;15;10;2;2;0;1;1;40;39;0;0;0
31;3;11;9;2;2;0;4;1;50;38;0;0;0
58;2;11;9;6;0;4;0;1;40;38;0;0;0
35;1;11;9;2;2;0;4;1;40;38;0;0;0
36;2;11;9;4;2;3;2;1;40;38;0;0;0
36;2;14;15;2;9;0;4;1;55;38;0;0;1
47;1;12;14;2;9;0;4;1;40;38;0;0;1
30;2;15;10;3;3;4;4;0;45;38;0;0;0
30;1;12;14;2;9;0;4;1;40;38;0;0;0
30;3;9;13;4;3;3;4;1;43;38;0;0;0
23;1;15;10;4;10;3;4;1;40;38;0;0;1
41;4;14;15;2;9;0;4;1;50;38;0;0;1
52;2;15;10;0;3;1;4;1;60;38;0;0;0
27;2;7;12;4;0;1;4;1;40;38;0;0;0
59;2;11;9;2;2;0;4;1;45;38;0;0;0
21;2;11;9;4;11;3;4;0;36;38;0;0;0
60;2;11;9;6;6;1;4;0;40;38;0;0;0
69;5;14;15;2;0;0;4;1;34;38;0;0;1
24;2;11;9;4;11;3;4;1;40;38;0;0;0
19;2;11;9;4;11;3;2;1;25;38;0;0;0
60;5;7;12;2;9;0;4;1;20;25;0;0;0
64;2;15;10;6;12;1;4;0;35;38;0;0;0
39;3;8;11;2;3;0;4;1;60;38;0;0;1
51;2;7;12;2;3;0;4;1;45;38;0;0;1
51;2;0;6;0;2;1;2;0;35;38;0;0;0
25;2;15;10;0;12;1;4;0;40;38;0;0;0
37;2;15;10;0;12;4;4;0;40;38;0;0;0
74;4;11;9;6;4;1;4;0;14;38;0;0;0
26;5;9;13;2;3;0;2;1;40;38;0;0;1
23;2;11;9;4;7;1;2;1;30;38;0;0;0
57;3;14;15;2;9;0;4;1;36;38;0;0;1
20;2;1;7;4;13;3;4;1;15;38;0;0;0
37;2;11;9;2;4;0;4;1;40;38;0;0;0
46;2;9;13;2;11;0;4;1;40;38;0;0;0
39;2;15;10;0;9;1;4;0;45;38;0;0;1
40;2;11;9;6;6;3;4;0;30;38;0;0;0
50;5;11;9;2;5;0;4;1;40;38;0;0;0
25;2;13;1;4;4;1;4;1;35;25;0;0;0
44;2;11;9;2;0;0;4;1;45;38;0;0;0
41;2;11;9;2;13;0;4;1;40;38;0;0;0
30;4;11;9;2;9;0;4;1;15;38;0;1;1
38;2;8;11;2;5;0;4;1;50;38;0;0;0
54;2;0;6;2;5;0;4;1;40;38;0;0;0
40;0;11;9;0;0;1;2;0;52;38;0;0;0
37;2;1;7;2;5;0;2;1;40;38;1;0;1
46;0;9;13;2;3;0;4;1;40;38;1;0;1
38;2;11;9;0;9;1;4;1;45;38;0;0;0
20;2;15;10;4;3;3;4;0;10;38;0;0;0
35;2;15;10;2;4;0;4;1;40;25;0;0;0
62;2;9;13;2;3;0;4;1;40;38;0;0;1
34;2;9;13;4;9;1;4;0;45;4;0;0;0
56;4;11;9;2;13;0;4;1;90;38;0;0;0
30;5;12;14;2;9;0;1;1;20;35;0;0;0
17;2;1;7;4;0;3;4;0;20;38;0;0;0
18;4;1;7;4;7;3;4;0;4;38;1;0;0
35;2;1;7;2;4;0;4;1;40;38;0;0;0
21;2;11;9;4;6;3;2;1;1;38;0;0;0
46;4;11;9;0;2;3;4;1;50;38;0;0;0
33;4;15;10;2;2;0;4;1;60;38;0;0;0
27;2;15;10;4;11;1;4;0;40;38;0;0;0
36;2;15;10;2;2;0;4;1;40;38;0;0;1
42;2;5;4;2;13;0;4;1;40;38;0;0;0
35;2;11;9;2;13;0;4;1;50;38;0;0;0
25;2;9;13;5;3;1;4;1;40;38;0;0;0
47;0;9;13;2;9;0;4;1;40;38;0;0;1
44;5;14;15;2;9;0;4;1;75;38;1;0;1
51;0;11;9;2;13;0;4;1;40;38;1;0;1
53;2;11;9;2;9;0;4;1;42;38;0;0;1
47;2;11;9;2;10;0;4;1;40;38;0;0;0
20;2;1;7;4;5;3;2;1;40;38;0;0;0
32;2;15;10;5;6;4;2;0;70;38;0;0;0
28;2;11;9;2;2;0;4;1;50;38;0;0;0
52;2;11;9;0;11;1;4;0;40;38;0;0;0
35;2;12;14;5;9;1;4;1;40;38;0;0;1
30;2;15;10;2;2;0;4;1;40;38;0;0;0
33;2;15;10;4;0;1;4;0;50;38;1;0;0
21;2;15;10;4;7;3;4;0;20;38;0;0;0
56;2;9;13;2;9;0;4;1;65;38;0;1;1
45;2;9;13;2;2;0;4;1;40;38;1;0;1
20;2;15;10;4;3;3;4;0;20;38;0;0;0
62;1;11;9;2;7;0;4;1;40;38;0;0;1
24;2;9;13;4;11;1;4;0;30;38;0;0;0
52;0;9;13;5;0;4;2;0;40;38;0;0;0
23;2;11;9;2;11;0;4;1;40;38;0;0;0
36;2;12;14;2;3;0;4;1;40;38;0;0;1
40;2;15;10;4;2;1;4;1;40;38;0;0;0
30;2;15;10;2;6;0;4;1;40;26;0;0;0
41;2;6;5;2;13;0;4;1;35;38;0;0;0
59;2;11;9;2;13;0;4;1;40;38;0;0;1
27;2;12;14;4;3;1;4;1;37;38;0;0;0
41;2;15;10;4;3;1;4;1;50;38;0;0;0
27;2;9;13;4;5;4;4;1;35;38;0;0;0
50;2;11;9;6;6;4;4;0;40;38;0;0;0
29;2;4;3;4;7;3;4;0;40;7;0;0;0
38;2;9;13;2;3;0;4;1;55;38;0;0;1
30;2;11;9;4;6;3;4;1;60;38;0;0;0
48;2;9;13;2;9;0;4;1;55;38;0;0;0
39;1;7;12;2;2;0;2;1;40;38;1;0;1
40;2;8;11;2;9;0;4;1;40;38;0;0;0
27;1;1;7;2;2;0;4;1;40;25;0;0;0
59;4;12;14;2;2;0;4;1;40;38;0;0;1
34;2;11;9;2;0;0;4;1;50;38;0;0;1
47;3;14;15;4;7;1;4;1;60;38;0;0;1
64;3;3;2;2;11;0;4;1;20;38;0;0;0
29;2;6;5;2;6;0;4;1;40;25;0;0;0
38;1;11;9;4;13;1;4;1;40;38;0;0;0
42;2;9;13;2;11;0;4;1;40;38;0;1;1
49;2;9;13;2;11;0;4;1;60;38;0;0;1
53;2;15;10;2;12;0;4;1;40;38;0;0;0
35;2;15;10;2;0;0;4;1;50;38;0;0;1
38;2;11;9;2;2;0;4;1;40;38;0;0;0
36;2;9;13;0;11;2;1;0;40;34;0;0;0
34;4;9;13;2;11;0;1;1;55;18;0;0;0
24;2;9;13;4;9;1;4;1;10;17;0;0;0
23;2;15;10;4;0;1;4;0;40;38;0;0;0
21;2;15;10;4;0;3;4;0;35;38;0;0;0
47;2;15;10;6;0;4;4;0;40;38;0;0;0
59;2;5;4;4;4;4;4;1;40;38;1;0;0
33;0;7;12;0;3;4;4;1;50;38;0;0;1
63;4;15;10;2;6;0;4;1;35;38;0;0;1
18;1;11;9;4;7;3;4;1;60;38;0;0;0
32;2;9;13;4;9;1;4;0;50;38;0;0;0
19;2;11;9;4;5;2;4;1;40;38;0;0;0
27;1;11;9;4;9;3;4;1;40;38;0;0;0
40;2;15;10;0;13;1;4;1;48;38;0;0;1
38;4;7;12;2;13;0;4;1;40;38;0;0;0
20;2;11;9;4;4;3;4;1;47;38;0;0;0
35;4;11;9;5;13;1;4;1;70;38;0;0;0
22;2;15;10;4;0;3;4;0;40;38;0;0;0
40;2;12;14;2;9;0;4;1;50;38;0;0;1
34;2;15;10;2;12;0;4;1;40;38;1;0;1
23;2;0;6;4;5;1;4;1;40;38;0;0;0
26;2;9;13;4;0;1;4;1;40;38;0;0;0
53;3;15;10;2;4;0;4;1;60;38;0;0;0
34;2;15;10;2;2;0;4;1;40;38;0;0;1
39;2;11;9;2;2;0;4;1;40;38;0;0;0
25;2;6;5;2;2;0;4;1;40;25;0;0;0
18;2;1;7;4;11;3;4;1;20;38;0;0;0
65;2;9;13;4;3;1;4;1;40;38;0;0;0
49;4;9;13;4;3;3;4;0;40;38;0;0;0
64;2;0;6;2;7;0;2;1;40;38;0;0;0
68;2;9;13;2;3;0;4;1;40;38;0;0;1
56;4;15;10;0;7;1;4;0;40;38;0;0;0
68;0;11;9;0;9;1;4;0;40;38;0;1;0
35;2;9;13;2;9;0;4;1;48;38;0;0;1
50;0;11;9;4;0;4;2;0;12;38;0;0;0
45;2;11;9;0;0;4;4;0;28;38;0;0;0
43;2;9;13;2;3;0;4;1;40;38;0;0;0
39;2;15;10;5;0;4;2;0;40;38;0;0;0
37;2;11;9;0;2;4;4;1;40;38;1;0;0
45;2;9;13;2;12;0;4;1;50;38;0;0;1
36;2;7;12;4;12;4;4;0;45;38;0;0;0
26;2;15;10;4;0;1;4;0;40;38;0;0;0
36;2;9;13;4;9;1;4;0;32;38;0;0;0
47;2;9;13;4;0;1;4;1;60;38;0;0;0
34;2;11;9;4;6;1;2;1;40;38;0;1;0
53;2;15;10;6;11;4;4;0;30;38;0;0;0
32;2;9;13;0;6;1;4;0;42;38;0;1;0
44;4;4;3;2;2;0;4;1;40;38;0;0;0
25;2;11;9;4;5;2;4;1;40;25;0;0;0
35;2;4;3;4;4;4;4;1;36;38;0;0;0
34;2;7;12;0;9;1;4;0;40;38;0;0;0
42;2;15;10;2;2;0;4;1;40;38;0;0;0
47;2;11;9;0;7;1;4;0;4;38;0;0;0
23;2;11;9;4;2;3;4;1;37;25;0;0;0
56;1;11;9;0;3;1;4;0;40;38;0;0;0
50;2;10;16;2;9;0;4;1;50;38;1;0;1
38;2;11;9;2;13;0;4;1;60;38;0;0;0
46;2;8;11;2;3;0;4;1;40;38;0;0;1
47;2;7;12;5;0;4;4;0;57;38;0;0;0
38;4;11;9;2;7;0;4;1;80;21;1;0;0
42;2;11;9;2;13;0;4;1;46;38;0;0;0
48;2;11;9;2;11;0;4;1;40;38;0;0;0
27;2;11;9;4;3;1;4;0;50;38;0;0;0
40;2;8;11;2;9;5;4;0;36;38;0;0;0
53;2;10;16;2;9;5;4;0;37;38;1;0;1
75;4;8;11;6;3;1;4;0;30;38;0;0;0
39;2;9;13;2;9;0;4;1;48;38;0;0;1
46;0;7;12;0;0;4;4;0;40;38;0;0;0
51;2;11;9;6;6;1;2;0;40;38;0;0;0
34;2;11;9;0;7;3;4;1;40;38;0;0;0
23;2;15;10;2;11;0;4;1;40;38;0;0;0
32;2;8;11;4;7;1;4;1;45;38;0;0;0
45;4;15;10;4;11;1;4;1;55;38;0;0;0
21;2;15;10;4;7;3;4;1;40;38;0;0;0
36;2;11;9;2;2;0;4;1;44;38;0;0;0
40;2;0;6;2;2;0;4;1;50;38;0;0;0
68;2;6;5;0;4;1;2;1;20;38;0;0;0
40;2;9;13;2;11;0;4;1;40;38;0;0;1
20;2;15;10;4;0;3;4;0;24;38;0;0;0
48;1;12;14;0;9;1;4;0;40;38;0;0;1
27;2;9;13;4;11;1;4;1;45;38;0;0;0
57;0;8;11;4;12;1;4;1;40;38;0;0;0
54;3;11;9;2;3;0;4;1;98;38;0;0;1
47;2;11;9;0;7;1;4;0;40;38;0;0;0
30;1;15;10;2;2;0;4;1;40;38;0;0;0
35;2;15;10;2;2;0;3;1;45;38;0;0;1
56;1;2;8;4;5;1;4;1;40;38;0;0;0
20;2;11;9;4;5;3;4;1;28;38;0;0;0
38;1;9;13;2;9;0;4;1;38;38;0;0;0
19;2;15;10;4;11;3;4;0;25;38;0;0;0
31;2;15;10;4;0;1;4;1;40;10;0;0;0
44;1;9;13;4;9;3;4;1;60;38;0;0;0
21;5;15;10;4;11;3;2;0;12;38;0;1;0
41;2;15;10;2;2;0;4;1;40;38;0;0;0
18;2;1;7;4;7;3;4;0;16;38;0;0;0
23;2;6;5;4;13;3;4;1;40;38;0;0;0
37;1;15;10;2;7;0;0;1;32;38;0;0;0
43;4;9;13;0;11;4;4;1;45;38;0;0;0
31;2;3;2;2;6;0;4;1;40;25;0;0;0
40;2;15;10;0;13;4;4;1;40;38;0;0;1
27;2;14;15;0;9;1;4;0;12;38;0;0;0
64;1;15;10;4;13;4;4;1;40;38;0;0;0
31;0;8;11;4;9;3;4;1;40;38;0;0;0
48;2;12;14;2;3;0;2;1;45;38;0;0;0
37;4;9;13;2;11;0;4;1;20;1;0;0;1
28;2;15;10;0;12;1;4;1;24;38;0;0;0
42;2;15;10;2;2;0;4;1;40;38;0;0;0
60;3;5;4;2;11;0;4;1;60;38;0;0;0
17;2;1;7;4;7;3;4;0;20;38;0;0;0
46;2;0;6;0;0;3;2;1;40;38;0;0;0
18;2;11;9;4;0;3;4;0;40;38;0;0;0
22;2;11;9;4;7;1;4;1;27;38;0;0;0
44;4;9;13;0;3;1;4;1;60;38;0;0;0
36;2;11;9;2;11;0;4;1;40;38;0;0;0
65;2;8;11;0;3;1;4;0;40;38;0;0;0
26;2;11;9;4;7;1;4;1;40;25;0;0;0
21;2;0;6;2;7;0;4;1;25;38;0;0;0
41;2;11;9;0;2;1;4;1;40;38;0;1;0
28;2;15;10;4;7;4;4;0;35;38;0;0;0
27;2;15;10;4;6;1;4;0;40;38;0;0;0
19;5;15;10;4;7;1;2;1;12;38;0;0;0
40;2;15;10;2;13;0;4;1;40;38;0;0;0
19;2;11;9;4;5;3;4;1;15;38;0;0;0
40;2;8;11;2;13;0;4;1;40;38;1;0;0
37;2;11;9;4;2;4;4;1;40;38;0;0;0
33;2;15;10;2;0;0;2;1;40;38;0;0;1
34;2;11;9;2;7;0;4;1;40;38;0;0;0
44;1;7;12;4;10;1;4;1;40;38;0;0;0
33;2;15;10;0;0;4;2;0;40;38;0;0;0
72;1;11;9;2;3;0;4;1;10;38;1;0;0
19;2;11;9;4;11;3;4;0;40;38;0;0;0
59;2;8;11;0;9;1;4;0;36;38;0;0;0
40;2;11;9;0;10;1;2;0;40;38;0;0;0
35;2;11;9;0;9;4;4;0;40;38;0;0;0
22;2;7;12;4;0;1;4;1;45;38;0;0;0
41;2;12;14;4;9;1;4;0;40;38;0;0;0
59;2;15;10;2;12;0;4;1;50;38;0;0;1
50;2;2;8;0;5;4;4;1;40;38;0;0;0
21;2;7;12;4;0;1;4;0;10;38;0;0;0
40;3;11;9;2;3;0;4;1;40;38;0;0;0
22;2;11;9;4;11;1;4;1;40;38;0;0;0
43;2;4;3;5;6;1;4;0;40;25;0;0;0
17;2;1;7;4;13;3;4;0;16;38;0;0;0
42;1;5;4;0;7;1;4;1;40;38;0;0;0
37;2;15;10;2;6;0;2;1;40;38;0;0;1
43;2;4;3;2;6;0;3;1;40;25;0;0;0
46;2;6;5;5;2;4;4;0;40;38;0;0;0
50;1;14;15;2;0;0;1;1;40;24;0;0;1
47;4;5;4;2;11;0;4;1;40;32;0;0;0
31;2;11;9;4;4;1;4;1;99;38;1;0;0
33;2;5;4;2;0;0;4;1;45;38;0;0;0
27;2;11;9;2;6;0;4;1;40;38;1;0;1
59;4;11;9;2;4;0;4;1;35;38;0;0;0
39;1;11;9;2;2;0;4;1;40;38;0;0;1
29;2;15;10;2;2;0;4;1;40;38;0;0;0
26;2;9;13;6;3;1;4;0;55;38;0;0;0
24;2;11;9;4;2;3;4;1;40;38;0;0;0
25;2;15;10;4;0;1;4;1;40;38;0;1;0
30;2;15;10;4;0;2;4;0;20;38;0;0;0
52;5;1;7;2;13;0;4;1;40;38;0;0;0
51;0;12;14;2;9;0;4;1;40;38;0;0;1
30;2;9;13;4;11;1;4;1;60;38;0;0;1
23;2;15;10;4;12;3;4;1;60;38;0;0;0
37;5;10;16;2;9;0;4;1;45;38;0;0;0
25;5;15;10;2;0;0;2;1;38;38;0;0;0
49;4;14;15;2;9;0;4;1;65;38;1;0;1
30;2;11;9;2;9;0;4;1;55;38;0;0;0
40;2;15;10;0;0;4;4;0;40;38;0;0;0
20;2;11;9;4;6;2;3;1;32;38;0;0;0
35;4;8;11;2;4;0;4;1;55;38;1;0;0
24;2;9;13;4;3;3;4;1;45;38;0;0;0
32;2;11;9;5;2;4;2;1;40;38;0;0;0
35;2;11;9;5;7;3;2;0;30;38;0;0;0
20;2;11;9;4;7;1;4;0;40;38;0;0;0
29;5;11;9;2;2;0;4;1;40;38;0;0;1
25;2;11;9;4;2;3;4;1;28;38;0;0;0
50;1;5;4;2;13;0;4;1;40;38;0;0;0
24;2;11;9;4;0;1;4;1;50;38;0;0;0
30;1;11;9;0;10;3;4;0;32;38;0;0;0
37;2;15;10;2;0;0;4;1;40;38;0;0;0
50;2;11;9;2;6;5;4;0;40;7;1;0;0
20;2;11;9;4;5;3;4;1;30;38;0;0;0
49;4;11;9;2;2;0;4;1;50;38;1;0;0
55;2;5;4;2;13;0;4;1;50;38;0;0;0
61;2;2;8;6;6;4;4;0;40;21;0;0;0
22;2;11;9;3;7;3;4;0;3;38;0;0;0
23;2;7;12;4;0;1;4;1;12;38;0;0;0
43;2;11;9;4;9;1;4;1;40;38;1;0;0
39;2;9;13;0;0;1;1;0;24;29;0;0;0
21;2;15;10;4;11;3;4;1;35;38;0;0;0
52;3;11;9;2;3;0;4;1;40;38;0;0;1
30;2;8;11;2;11;0;4;1;40;38;1;0;0
42;2;9;13;0;0;4;4;1;45;38;1;0;1
50;4;9;13;2;2;0;4;1;50;38;0;0;0
51;4;7;12;0;3;4;4;0;99;38;0;0;0
47;2;0;6;0;3;1;0;0;45;38;0;0;0
45;2;11;9;2;6;0;4;1;40;38;0;0;0
48;0;15;10;6;7;4;2;0;40;38;0;0;0
36;2;9;13;2;3;0;4;1;50;38;0;0;1
61;2;11;9;2;13;0;4;1;40;38;0;0;0
72;2;9;13;0;11;1;4;1;30;38;0;0;0
19;2;15;10;4;11;3;4;0;15;38;0;0;0
39;2;11;9;0;7;4;0;0;40;38;1;0;0
24;2;1;7;4;6;1;4;0;40;38;0;0;0
44;2;15;10;3;5;4;4;1;40;30;0;0;0
19;2;11;9;4;5;3;4;1;20;38;0;0;0
20;2;11;9;4;11;1;4;1;48;38;0;0;0
23;2;11;9;4;2;3;4;0;40;38;0;0;0
58;2;11;9;2;4;0;4;1;53;38;0;0;1
20;2;2;8;4;2;3;4;1;40;38;0;0;0
62;2;11;9;2;3;0;4;1;12;38;0;0;0
25;2;11;9;4;0;3;2;0;40;32;1;0;0
67;2;9;13;2;9;0;4;1;2;38;0;0;0
37;1;7;12;2;3;0;4;1;40;9;0;0;1
36;2;11;9;0;3;3;4;0;40;38;1;0;0
38;2;8;11;5;12;4;4;0;20;38;0;0;0
23;2;11;9;0;7;4;4;0;80;38;0;0;0
28;2;11;9;2;11;5;4;0;40;38;0;0;0
25;2;11;9;0;3;3;4;1;40;38;0;0;0
41;4;10;16;2;9;0;4;1;55;38;1;0;1
63;2;9;13;2;11;0;4;1;40;38;0;1;1
60;4;11;9;2;2;0;4;1;30;38;0;0;0
31;3;11;9;2;3;0;4;1;50;38;0;0;0
29;4;11;9;2;2;0;4;1;37;38;0;0;0
37;2;9;13;2;3;5;4;0;45;38;1;0;1
51;2;6;5;2;11;0;4;1;40;38;0;0;0
45;2;15;10;2;3;0;4;1;40;38;1;0;1
27;2;11;9;2;2;0;4;1;40;38;0;0;0
18;2;15;10;4;7;3;4;1;20;38;0;0;0
34;2;11;9;0;6;4;4;0;40;38;0;0;0
66;4;10;16;2;11;0;4;1;25;38;0;1;1
36;2;11;9;2;2;0;4;1;35;38;0;0;0
35;2;9;13;0;3;4;4;0;40;38;0;0;0
27;2;11;9;2;11;0;4;1;45;38;0;0;0
29;2;15;10;0;3;3;4;0;40;38;1;0;0
25;2;11;9;4;0;3;4;0;40;38;0;0;0
22;2;15;10;4;7;3;4;1;32;38;0;0;1
41;2;15;10;2;2;0;4;1;48;38;0;0;1
20;2;7;12;4;13;3;4;1;20;38;0;0;0
52;2;11;9;2;6;0;4;1;40;38;0;0;0
34;2;15;10;5;7;4;2;0;37;38;0;0;0
44;2;14;15;0;9;1;4;1;45;38;0;0;1
50;2;12;14;0;11;1;4;0;40;38;0;0;1
49;3;9;13;2;3;0;4;1;50;38;0;0;1
71;5;14;15;2;7;0;4;1;28;38;0;0;0
